TOA5	ESOLMET-CR1000	CR1000	23644	CR1000.Std.16	CPU:2021-05-21-ESOLMET-CR1000.CR1	25840	Tabla_diez_min													
TIMESTAMP	RECORD	Batt_Volt_Min	I_glo_Avg	I_dir_Avg	I_dif_Avg	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH_Avg	RH_Max	RH_Min	RH_Std	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	CS106_PB_Avg	Rain_mm_Tot
TS	RN	Volts	W/m2	W/m2	W/m2	°C	°C	°C	°C	%	%	%	%	m/s	m/s	m/s	m/s	grados	mbar	mm
		Min	Avg	Avg	Avg	Avg	Max	Min	Std	Avg	Max	Min	Std	Avg	Max	Min	Std	Smp	Avg	Tot
09/02/2022 00:50	37954	12.66	0	0.003	0	18.47	18.68	18.24	0.088	58.92	59.23	58.54	0.173	1.062	1.7	0	0.41	318.8	877.0392	0
09/02/2022 01:00	37955	12.65	0	0.01	0	18.4	18.51	18.27	0.044	58.76	59.16	58.48	0.129	1.009	1.7	0	0.555	299.5	876.8027	0
09/02/2022 01:10	37956	12.65	0	0.03	0	18.38	18.54	18.2	0.075	58.7	59.23	58.34	0.221	1.068	1.7	0	0.394	300.8	876.8681	0
09/02/2022 01:20	37957	12.65	0	0.197	0	18.22	18.41	18.07	0.063	59.02	59.46	58.65	0.175	1.29	1.7	0.95	0.373	309.8	876.868	0
09/02/2022 01:30	37958	12.64	0	0.009	0	18.2	18.44	17.97	0.107	59.1	59.6	58.48	0.331	0.771	1.7	0	0.576	324.6	877.0485	0
09/02/2022 01:40	37959	12.64	0	0	0	18.25	18.48	17.97	0.107	59.37	60.62	58.48	0.65	0.672	1.7	0	0.529	4.379	877.0317	0
09/02/2022 01:50	37960	12.64	0	0	0	17.76	18.14	17.39	0.174	61.28	62.23	60.45	0.449	1.353	2.45	0	0.582	326.4	876.9089	0
09/02/2022 02:00	37961	12.63	0	0.012	0	17.6	17.76	17.39	0.065	61.52	62.23	61.07	0.228	1.384	2.45	0	0.399	350.3	876.8681	0
09/02/2022 02:10	37962	12.63	0	0.001	0	17.36	17.66	17.05	0.156	62.82	63.9	61.75	0.67	1.5	2.45	0.95	0.382	334.3	876.7201	0
09/02/2022 02:20	37963	12.62	0	0.002	0	17.42	17.69	17.15	0.14	62.64	63.69	61.61	0.622	0.901	1.7	0	0.488	282.1	876.6887	0
09/02/2022 02:30	37964	12.62	0	0.005	0	17.46	17.59	17.35	0.05	62.5	62.87	62.02	0.146	0.043	0.95	0	0.197	259.4	876.5165	0
09/02/2022 02:40	37965	12.61	0	0.321	0	17.65	17.93	17.35	0.149	61.73	62.7	60.96	0.534	0.852	2.45	0	0.549	229.4	876.7779	0
09/02/2022 02:50	37966	12.61	0	0.19	0	17.65	17.93	17.39	0.123	62.03	62.8	61.1	0.446	0.684	1.7	0	0.551	303	876.6588	0
09/02/2022 03:00	37967	12.61	0	0.293	0	17.44	17.59	17.25	0.061	62.5	63.08	62.05	0.193	1.397	2.45	0	0.38	288.4	876.4033	0
09/02/2022 03:10	37968	12.6	0	0.098	0	17.59	17.8	17.28	0.129	61.9	63.01	61.2	0.456	1.491	2.45	0.95	0.371	302.1	876.4421	0
09/02/2022 03:20	37969	12.6	0	0.001	0	17.67	17.86	17.25	0.136	61.75	63.25	61.13	0.538	1.496	2.45	0.95	0.381	333.1	876.2141	0
09/02/2022 03:30	37970	12.59	0	0.036	0	17.19	17.42	17.01	0.098	63.51	64.27	62.6	0.465	1.56	2.45	0.95	0.391	291.7	876.4845	0
09/02/2022 03:40	37971	12.59	0	0.014	0	17.26	17.45	17.01	0.094	63.14	64.07	62.43	0.401	1.349	2.45	0.95	0.382	295.7	876.5657	0
09/02/2022 03:50	37972	12.58	0	0.048	0	17.15	17.28	17.01	0.051	63.45	63.93	63.01	0.183	1.245	1.7	0	0.377	289.9	876.2631	0
09/02/2022 04:00	37973	12.58	0	0.002	0	17.19	17.32	17.05	0.042	63.5	63.83	63.08	0.119	1.086	1.7	0	0.458	256.2	876.1008	0
09/02/2022 04:10	37974	12.58	0	0.001	0	17.23	17.35	17.08	0.046	63.37	63.96	62.87	0.213	0.729	1.7	0	0.615	349.7	876.4611	0
09/02/2022 04:20	37975	12.57	0	0	0	16.9	17.18	16.67	0.119	64.66	65.09	63.86	0.259	1.072	1.7	0	0.406	338.1	876.3156	0
09/02/2022 04:30	37976	12.56	0	0	0	16.51	16.88	16.02	0.25	66.17	67.81	64.71	0.993	1.63	2.45	0	0.472	341.2	876.5098	0
09/02/2022 04:40	37977	12.56	0	0.002	0	16.13	16.3	15.85	0.081	67.45	68.26	66.86	0.357	1.711	2.45	0.95	0.304	342.9	876.542	0
09/02/2022 04:50	37978	12.56	0	0.01	0	15.82	16.09	15.58	0.117	68.84	69.56	67.85	0.455	2.238	3.2	0.95	0.495	336.9	876.2538	0
09/02/2022 05:00	37979	12.55	0	0.287	0	15.86	16.09	15.58	0.121	68.42	69.35	67.48	0.523	2.378	3.95	1.7	0.511	329.2	876.2499	0
09/02/2022 05:10	37980	12.55	0	0.202	0	15.92	16.23	15.72	0.116	68.32	68.91	67.14	0.511	2.785	3.95	1.7	0.418	323.3	876.3013	0
09/02/2022 05:20	37981	12.55	0	0.294	0	16.25	16.47	16.06	0.086	67.06	67.61	66.42	0.303	2.525	3.2	1.7	0.309	323.9	876.4056	0
09/02/2022 05:30	37982	12.54	0	0.008	0	16.34	16.57	16.2	0.066	66.93	67.48	66.12	0.321	2.185	3.2	1.7	0.371	306.3	876.4791	0
09/02/2022 05:40	37983	12.54	0	0.003	0	16.68	16.88	16.4	0.108	65.45	66.63	64.89	0.469	1.756	2.45	0.95	0.382	322.6	876.611	0
09/02/2022 05:50	37984	12.54	0	0	0	16.35	16.57	16.16	0.075	66.91	67.48	66.25	0.338	1.266	1.7	0	0.374	348.8	876.5508	0
09/02/2022 06:00	37985	12.53	0	0	0	16.07	16.44	15.72	0.202	67.99	69.32	66.52	0.833	1.846	2.45	0.95	0.333	348.7	876.4302	0
09/02/2022 06:10	37986	12.53	0	0.001	0	15.67	15.86	15.52	0.066	69.6	70.07	69.15	0.23	2.369	3.2	0.95	0.367	342.3	876.8821	0
09/02/2022 06:20	37987	12.53	0	0.008	0	15.6	15.72	15.49	0.042	69.76	69.97	69.53	0.077	2.629	3.95	0.95	0.445	333.7	876.8894	0
09/02/2022 06:30	37988	12.53	0	0.009	0	15.66	15.83	15.52	0.055	69.33	69.77	68.88	0.188	1.996	2.45	0.95	0.372	334.4	877.1458	0
09/02/2022 06:40	37989	12.52	0	0	0	15.38	15.79	15.01	0.193	70.58	71.85	68.92	0.784	1.779	2.45	0.95	0.352	340.9	877.6176	0
09/02/2022 06:50	37990	12.52	0	0	0	14.96	15.15	14.7	0.084	72.16	72.97	71.51	0.337	1.974	3.2	0.95	0.386	340.3	877.7422	0
09/02/2022 07:00	37991	12.52	0	0	0	14.71	14.87	14.5	0.059	73.1	73.76	72.67	0.211	1.878	2.45	0.95	0.352	0.145	877.5701	0
09/02/2022 07:10	37992	12.51	1.16	0.016	0.64	14.61	14.81	14.46	0.075	73.39	74.23	72.49	0.367	1.79	2.45	0.95	0.367	341.6	877.8973	0
09/02/2022 07:20	37993	12.51	7.8	0.243	6.18	14.45	14.77	14.26	0.101	73.89	74.34	72.77	0.377	2.213	3.2	1.7	0.367	352.9	877.5868	0
09/02/2022 07:30	37994	12.51	28.37	157.9	16.42	14.4	14.57	14.26	0.061	73.8	74.27	73.14	0.302	2.66	3.2	1.7	0.403	344.8	877.7866	0
09/02/2022 07:40	37995	12.72	66.12	321.3	33.71	14.62	14.81	14.43	0.075	72.74	73.31	72.29	0.24	2.631	3.95	0.95	0.435	345.7	878.0294	0
09/02/2022 07:50	37996	13.15	105.6	414	47.67	15.01	15.42	14.67	0.189	71.33	72.36	70.04	0.689	2.721	3.95	1.7	0.44	337.7	878.0698	0
09/02/2022 08:00	37997	13.37	145.6	486.4	55.83	15.74	16.2	15.25	0.245	68.89	70.21	67.59	0.773	1.848	3.2	0.95	0.442	354.5	878.3068	0
09/02/2022 08:10	37998	13.45	182.3	549.6	59.04	16.5	16.95	16.07	0.224	66.45	67.79	65.1	0.735	1.331	2.45	0	0.421	336.5	878.2933	0
09/02/2022 08:20	37999	13.28	209.2	575.3	56.01	17.38	17.9	16.85	0.272	63.4	65.3	62.02	0.888	0.696	1.7	0	0.608	286.1	878.3989	0
09/02/2022 08:30	38000	13.44	253.5	636.1	58.6	18.45	19.33	17.8	0.409	60.34	62.13	58.78	0.82	0.204	1.7	0	0.439	165.3	878.3157	0
09/02/2022 08:40	38001	13.41	308.9	686.4	73.86	19.58	20.04	19.19	0.213	57.21	59.16	54.83	1.014	0.962	2.45	0	0.64	161.7	878.8312	0
09/02/2022 08:50	38002	13.39	375.2	713.8	105.4	19.81	20.45	19.43	0.263	55.85	57.45	53.57	0.916	1.237	3.95	0	0.834	155.8	878.358	0
09/02/2022 09:00	38003	13.37	408.5	738.3	102.3	19.56	20.04	19.23	0.194	56.5	58.24	54.18	0.892	1.19	3.2	0	0.691	142.8	878.7822	0
09/02/2022 09:10	38004	13.36	416.6	734.2	85.6	20.2	20.62	19.77	0.232	54.23	55.24	52.82	0.595	1.647	3.2	0	0.708	139.7	878.9131	0
09/02/2022 09:20	38005	13.35	442.2	771.3	71.95	20.33	20.69	20.11	0.15	53.59	54.63	52.04	0.602	1.861	4.7	0	1.1	170.6	878.9861	0
09/02/2022 09:30	38006	13.34	477.3	798.2	70.1	20.51	20.9	20.25	0.149	53.13	54.42	52.04	0.494	2.023	4.7	0	0.806	184.9	878.8541	0
09/02/2022 09:40	38007	13.33	511.4	810	72.09	20.82	21.07	20.55	0.094	52.34	53.57	51.22	0.55	2.007	4.7	0	1.051	162.3	878.9556	0
09/02/2022 09:50	38008	13.32	545.6	817	74.57	20.54	20.82	20.25	0.137	53.14	53.91	52.34	0.379	1.92	4.7	0	1.136	77.08	879.1608	0
09/02/2022 10:00	38009	13.31	586.3	839	77.32	20.91	21.33	20.48	0.219	52.46	53.77	50.43	0.727	1.676	4.7	0	1.043	180	878.9523	0
09/02/2022 10:10	38010	13.31	632.3	858	82.3	21.12	21.34	20.82	0.087	51.11	52.68	49.51	0.706	1.566	3.95	0	0.866	144	879.1078	0
09/02/2022 10:20	38011	13.19	578.4	648.1	118	21.6	21.98	21.17	0.19	49.79	50.64	48.69	0.42	0.913	2.45	0	0.816	161.6	879.0322	0
09/02/2022 10:30	38012	13.19	734.7	832	137	21.51	22.12	21.03	0.305	49.7	51.04	47.02	0.754	1.883	3.95	0	1.166	128.5	879.0314	0
09/02/2022 10:40	38013	13.19	418.5	340.2	125.1	21.93	22.32	21.54	0.184	48.3	49.48	46.72	0.603	1.24	3.2	0	0.81	152.8	878.9929	0
09/02/2022 10:50	38014	13.21	684.5	761.6	102.5	21.67	22.29	21.23	0.256	49.32	50.7	47.94	0.561	1.888	4.7	0	1.158	267.7	878.8607	0
09/02/2022 11:00	38015	13.29	771.7	895	82.5	22.14	22.53	21.88	0.122	47.78	48.49	46.75	0.347	1.178	3.95	0	1.042	78.63	878.6705	0
09/02/2022 11:10	38016	13.29	794.4	895	83.9	22.22	22.66	21.98	0.151	47.77	48.83	46.34	0.524	2.67	5.45	0	0.849	115.3	878.5373	0
09/02/2022 11:20	38017	13.28	822	912	84.4	22.29	22.53	21.85	0.174	47.57	49.14	46.58	0.6	2.358	4.7	0	0.84	92.1	878.4705	0
09/02/2022 11:30	38018	13.27	845	926	82.7	22.57	23.21	21.88	0.369	46.82	48.69	45.32	1.064	1.965	3.95	0	0.959	0.194	878.2413	0
09/02/2022 11:40	38019	13.26	861	928	81.9	23.02	23.41	22.7	0.141	45.41	46.24	44.37	0.385	1.702	3.2	0	0.999	204.5	878.1725	0
09/02/2022 11:50	38020	13.26	869	926	81.8	23.17	23.48	22.87	0.151	45.26	46.21	44.2	0.436	1.6	3.95	0	1.207	220	877.9816	0
09/02/2022 12:00	38021	13.25	884	931	81.7	23.32	24.03	22.69	0.356	44.66	46.37	42.63	0.888	1.501	3.95	0	1.214	207.4	877.8955	0
09/02/2022 12:10	38022	13.24	903	939	81.2	22.57	23	22.15	0.234	46.12	47.4	44.64	0.706	2.334	4.7	0	0.858	296.3	877.5037	0
09/02/2022 12:20	38023	13.24	916	954	78.05	23.84	24.67	22.63	0.593	42.97	46.2	40.58	1.577	1.635	4.7	0	1.134	135.2	876.9312	0
09/02/2022 12:30	38024	13.23	926	959	76.85	23.93	24.73	23.24	0.383	42.38	44.7	40.75	0.797	2.42	6.2	0	1.54	62.89	877.0781	0
09/02/2022 12:40	38025	13.23	936	965	76.73	24.48	24.94	23.99	0.226	39.76	41.16	37.68	0.815	2.504	6.2	0	1.37	142.5	876.6121	0
09/02/2022 12:50	38026	13.22	930	957	78.6	24.58	25.04	24.12	0.229	39.28	40.1	38.43	0.37	1.334	3.95	0	0.842	136.5	876.4412	0
09/02/2022 13:00	38027	13.22	933	956	79.84	24.42	25.24	23.91	0.374	38.76	40.3	36.08	0.95	2.807	5.45	0	1.142	183	876.2465	0
09/02/2022 13:10	38028	13.21	931	955	81.3	25.28	25.75	24.73	0.212	36.96	38.84	35.02	0.723	2.8	6.95	0	1.253	142.7	875.6781	0
09/02/2022 13:20	38029	13.21	911	928	87.5	25.22	25.89	24.56	0.413	34.71	36.42	33.52	0.686	2.223	6.95	0	1.597	68.89	875.6229	0
09/02/2022 13:30	38030	13.2	914	934	90.3	25.75	26.47	25.14	0.318	33.87	35.06	32.64	0.454	2.395	8.45	0	1.844	41.31	875.5712	0
09/02/2022 13:40	38031	13.19	924	947	94.5	25.58	26.23	24.66	0.342	31.64	33.76	29.26	0.969	3.427	6.2	0	1.473	239.9	875.3644	0
09/02/2022 13:50	38032	13.19	904	923	99.2	24.99	25.89	24.42	0.445	32.88	33.42	32.43	0.224	2.866	8.45	0	1.547	173.7	875.1429	0
09/02/2022 14:00	38033	13.19	900	919	107.2	25.67	25.99	25.38	0.132	30.56	34.03	28.55	1.532	3.872	6.95	0.95	1.376	259.2	875.0576	0
09/02/2022 14:10	38034	13.19	891	893	129.2	25.54	25.85	25.24	0.134	30.04	30.87	28.72	0.379	4.241	7.7	0.95	1.269	321	874.575	0
09/02/2022 14:20	38035	13.19	886	891	137.2	25.84	26.53	25.24	0.365	29.93	32.06	28.34	0.911	3.666	6.95	0	1.882	218	874.748	0
09/02/2022 14:30	38036	13.09	737.4	645.4	180.9	26.25	26.87	25.44	0.41	30.06	31.44	28.72	0.679	2.553	9.95	0	1.679	184.8	874.1978	0
09/02/2022 14:40	38037	13.18	902	849	209.2	26.48	26.98	26.12	0.172	30.68	31.92	29.6	0.539	3.707	11.45	0	1.945	92.1	874.0641	0
09/02/2022 14:50	38038	13.09	363.5	132.8	210	26.75	27.28	26.12	0.3	30.28	31.61	29.06	0.583	2.785	6.2	0	1.454	182.6	874.0358	0
09/02/2022 15:00	38039	13.1	311.8	48.38	231.3	25.6	26.22	25.13	0.256	31.65	32.6	30.59	0.438	2.581	6.95	0	1.597	146	873.6862	0
09/02/2022 15:10	38040	13.14	367.1	102.9	248.8	25.87	26.23	25.54	0.187	31.2	32.09	30.08	0.374	3.34	6.2	0	1.266	122.5	873.67	0
09/02/2022 15:20	38041	13.11	544.7	381	242.2	25.93	26.84	25.54	0.321	30.26	31.95	29.06	0.714	2.629	6.95	0	1.393	137.4	873.567	0
09/02/2022 15:30	38042	13.18	782.2	765.5	223.6	26.99	27.32	26.36	0.26	29.07	29.98	28.41	0.3	4.766	9.2	0.95	1.548	218.5	873.4252	0
09/02/2022 15:40	38043	13.15	463.4	283.9	230.4	26.01	26.53	25.58	0.227	29.71	30.93	28.99	0.424	2.571	6.2	0.95	1.04	319.8	873.3304	0
09/02/2022 15:50	38044	13.17	532.9	408	233.2	27.26	27.93	26.19	0.543	28.68	29.77	27.59	0.588	2.014	5.45	0	1.326	90.1	873.074	0
09/02/2022 16:00	38045	13.17	616.3	602.5	219.4	27.24	27.59	27.04	0.101	28.5	29.4	27.59	0.35	3.865	7.7	0	1.526	157.6	873.0229	0
09/02/2022 16:10	38046	13.17	675.6	772.3	207.4	27.77	28.2	27.25	0.231	27.75	28.72	26.85	0.455	3.081	6.95	0	1.384	85.8	873.0618	0
09/02/2022 16:20	38047	13.1	311.2	166.2	184.2	27.18	27.9	26.57	0.41	28.8	29.64	27.42	0.427	4.35	9.95	0	1.508	171.9	872.9764	0
09/02/2022 16:30	38048	13.1	310.7	199.5	178.5	26.35	26.74	26.09	0.144	29.49	30.25	28.89	0.27	3.485	6.95	0.95	0.89	159.6	873.0151	0
09/02/2022 16:40	38049	13.04	191.3	23.11	151.3	26.49	26.77	26.09	0.149	29.59	30.28	28.68	0.334	3.52	6.95	0	1.24	162	872.8285	0
09/02/2022 16:50	38050	12.98	161.9	1.183	138	26.17	26.36	26.02	0.06	29.68	30.28	29.19	0.204	2.426	5.45	0	1.211	82.9	872.8369	0
09/02/2022 17:00	38051	12.94	117	2.372	97.9	26.19	26.33	26.05	0.058	29.78	30.32	29.26	0.25	1.821	3.95	0	0.648	110.3	872.8359	0
09/02/2022 17:10	38052	12.91	93.6	0.228	81.9	26.2	26.37	26.03	0.061	29.99	30.59	29.33	0.273	1.112	3.2	0	0.896	153.2	872.707	0
09/02/2022 17:20	38053	12.89	83.2	0.022	73.64	26.01	26.23	25.82	0.079	29.95	30.97	29.06	0.488	1.65	3.95	0	0.892	149.3	872.7637	0
09/02/2022 17:30	38054	12.88	75.75	0.051	66.33	26.07	26.3	25.86	0.096	29	29.95	27.9	0.422	2.17	5.45	0	0.783	181.4	872.7584	0
09/02/2022 17:40	38055	12.87	64.66	0.275	56.34	25.98	26.13	25.82	0.056	27.69	28.35	27.22	0.223	2.112	4.7	0	0.987	187.6	872.8669	0
09/02/2022 17:50	38056	12.86	58.73	13.42	48.84	26.07	26.24	25.9	0.063	27.4	28.04	27.05	0.224	1.24	3.2	0	0.806	162	872.8931	0
09/02/2022 18:00	38057	12.85	122.7	440.6	45.84	26.85	27.46	26.1	0.44	26.53	27.7	25.79	0.552	0.212	1.7	0	0.422	15.05	872.9158	0
09/02/2022 18:10	38058	12.85	86.6	391.9	34.29	27.78	28.18	27.22	0.271	25.54	26.24	24.7	0.418	0.284	1.7	0	0.486	148.8	873.0983	0
09/02/2022 18:20	38059	12.84	48.1	297.6	20.09	27.6	27.98	27.12	0.22	26.21	27.29	25.25	0.569	1.113	2.45	0	0.652	123.2	873.1151	0
09/02/2022 18:30	38060	12.83	14.61	13.59	9.69	26.42	27.23	25.72	0.4	28.02	29.2	26.99	0.449	1.291	2.45	0	0.412	67.69	873.0848	0
09/02/2022 18:40	38061	12.83	2.837	0	1.651	25.55	25.86	25.11	0.194	29.31	30.87	28.07	0.594	0.468	2.45	0	0.683	316.2	873.0801	0
09/02/2022 18:50	38062	12.83	0	0.002	0	24.98	25.25	24.74	0.091	31.32	32.03	30.26	0.298	1.728	2.45	0	0.421	36.02	873.0127	0
09/02/2022 19:00	38063	12.82	0	0.003	0	24.81	25.01	24.67	0.061	31.67	32.41	30.7	0.318	1.456	2.45	0	0.541	317.6	873.1696	0
09/02/2022 19:10	38064	12.82	0	0.006	0	24.2	25.01	23.38	0.517	34.5	37.69	28.08	2.495	2.565	4.7	0	0.84	314.9	873.2499	0
09/02/2022 19:20	38065	12.81	0	0.003	0	23.22	23.45	23.07	0.066	37.96	38.61	36.39	0.439	3.424	5.45	1.7	0.842	315.5	873.4866	0
09/02/2022 19:30	38066	12.81	0	0.003	0	23.22	23.51	22.8	0.173	37.1	38.37	35.57	0.709	2.412	4.7	0	0.933	302.2	873.6795	0
09/02/2022 19:40	38067	12.81	0	0.019	0	22.99	23.18	22.7	0.129	37.24	38.57	36.39	0.659	2.78	4.7	0.95	0.576	278.3	873.675	0
09/02/2022 19:50	38068	12.8	0	0.003	0	22.75	23.14	22.33	0.23	38.01	39.19	36.84	0.759	2.456	3.2	0.95	0.491	309.1	873.935	0
09/02/2022 20:00	38069	12.8	0	0	0	22.13	22.46	21.58	0.24	39.78	41.3	38.85	0.664	2.411	3.2	1.7	0.387	334.5	873.9987	0
09/02/2022 20:10	38070	12.8	0	0	0	21.25	21.68	20.86	0.195	42.23	43.21	41.2	0.524	1.9	3.2	0.95	0.408	18.53	874.2477	0
09/02/2022 20:20	38071	12.79	0	0	0	20.93	21.1	20.66	0.091	43.33	44.3	42.7	0.387	1.375	2.45	0	0.494	1.307	874.2186	0
09/02/2022 20:30	38072	12.79	0	0.003	0	20.59	20.9	20.21	0.188	42.45	44.27	40.21	1.212	2.165	3.95	0	0.748	349.4	874.1287	0
09/02/2022 20:40	38073	12.78	0	0.003	0	20.23	20.45	19.91	0.141	39.88	41.3	39.05	0.383	2.733	3.95	0	0.616	350.2	874.1937	0
09/02/2022 20:50	38074	12.78	0	0	0	19.81	20.04	19.6	0.102	40.34	41	39.77	0.266	1.792	3.95	0	0.61	349.3	874.4717	0
09/02/2022 21:00	38075	12.78	0	0.003	0	19.65	19.77	19.53	0.044	39.87	40.79	38.88	0.345	1.803	3.2	0.95	0.481	1.065	874.5698	0
09/02/2022 21:10	38076	12.77	0	0.022	0	19.74	19.98	19.53	0.095	38.94	40.62	37.83	0.59	1.791	2.45	0.95	0.446	328.5	874.7335	0
09/02/2022 21:20	38077	12.76	0	0.012	0	19.62	19.81	19.46	0.056	38.46	40.04	37.21	0.45	1.933	3.2	0	0.596	292.3	874.9963	0
09/02/2022 21:30	38078	12.76	0	0.251	0	19.82	20.04	19.57	0.084	36.4	37.69	35.37	0.521	2.479	3.95	1.7	0.406	334.9	874.9622	0
09/02/2022 21:40	38079	12.76	0	0.043	0	19.62	20.01	19.19	0.229	36.7	38.23	35.2	0.883	2.318	3.95	0.95	0.562	346.4	875.0855	0
09/02/2022 21:50	38080	12.75	0	0.006	0	19.38	19.53	19.19	0.054	37.43	38.1	36.6	0.222	2.381	3.95	0.95	0.539	352.9	874.7493	0
09/02/2022 22:00	38081	12.75	0	0.002	0	19.27	19.46	18.99	0.108	38.15	39.15	37.14	0.498	2.256	3.95	0.95	0.524	347.2	874.963	0
09/02/2022 22:10	38082	12.74	0	0.001	0	18.99	19.16	18.85	0.055	39.64	40.11	38.81	0.328	2.15	3.2	0.95	0.448	340.9	874.9462	0
09/02/2022 22:20	38083	12.74	0	0.013	0	19.14	19.29	18.92	0.088	39.35	40.11	38.68	0.364	2.027	3.2	0.95	0.454	333.1	874.9948	0
09/02/2022 22:30	38084	12.74	0	0.035	0	19.29	19.57	19.02	0.148	38.89	39.56	38.1	0.393	1.7	3.95	0	0.568	350.8	874.8893	0
09/02/2022 22:40	38085	12.73	0	0.11	0	19.53	19.7	19.29	0.08	38.22	38.85	37.59	0.228	1.75	3.2	0	0.564	343.2	874.8306	0
09/02/2022 22:50	38086	12.73	0	0.002	0	19.26	19.43	19.12	0.061	38.72	39.26	38.17	0.207	1.627	2.45	0	0.453	335.5	875.0691	0
09/02/2022 23:00	38087	12.73	0	0.01	0	19.19	19.29	19.02	0.048	38.5	39.26	37.83	0.268	1.666	3.2	0	0.454	314.2	875.1339	0
09/02/2022 23:10	38088	12.72	0	0.039	0	19.27	19.4	19.12	0.053	37.91	38.34	37.42	0.178	1.847	3.2	0	0.495	317.4	874.9799	0
09/02/2022 23:20	38089	12.71	0	0.001	0	19.13	19.29	18.92	0.078	38.29	38.85	37.69	0.259	1.29	1.7	0	0.414	323.5	875.1751	0
09/02/2022 23:30	38090	12.71	0	0.014	0	19.07	19.23	18.89	0.056	37.6	38.44	37.08	0.258	1.601	2.45	0.95	0.336	320.9	874.9781	0
09/02/2022 23:40	38091	12.71	0	0.025	0	19.14	19.33	18.95	0.07	37.09	38.06	36.36	0.355	1.463	2.45	0.95	0.375	341.2	874.8804	0
09/02/2022 23:50	38092	12.7	0	0.069	0	18.9	19.43	18.34	0.348	38.17	40.25	36.19	1.159	0.85	2.45	0	0.684	291.3	874.9639	0
10/02/2022 00:00	38093	12.7	0	0.007	0	18.38	18.72	17.97	0.199	39.8	42.7	38.06	0.968	0.7	1.7	0	0.669	342.8	875.297	0
10/02/2022 00:10	38094	12.7	0	0.11	0	17.82	18.31	17.25	0.299	41.05	44.98	38.85	1.712	0.942	2.45	0	0.588	25.89	875.1514	0
10/02/2022 00:20	38095	12.69	0	0	0	17.17	18.2	16.57	0.489	43.83	46.11	40.25	1.351	1.12	2.45	0	0.698	0.145	875.4782	0
10/02/2022 00:30	38096	12.69	0	0.079	0	16.82	17.22	16.19	0.283	43.84	46.89	42.32	1.212	1.893	3.2	0	0.498	345.2	875.3414	0
10/02/2022 00:40	38097	12.68	0	0.102	0	16.56	16.98	15.82	0.266	44.5	48.49	41.98	1.794	2.318	3.2	1.7	0.317	345.1	875.4106	0
10/02/2022 00:50	38098	12.68	0	0.086	0	15.92	16.27	15.62	0.135	46.28	48.12	44.61	0.807	2.921	3.95	1.7	0.415	341.6	875.1504	0
10/02/2022 01:00	38099	12.68	0	0.061	0	16.04	16.27	15.72	0.121	45.79	47.06	44.71	0.598	2.878	3.95	0.95	0.473	343.8	874.9753	0
10/02/2022 01:10	38100	12.67	0	0.12	0	16.13	16.4	15.83	0.126	44.96	46.52	43.56	0.683	2.786	3.95	1.7	0.461	346.8	874.9412	0
10/02/2022 01:20	38101	12.67	0	0.015	0	15.97	16.3	15.69	0.138	45.38	46.32	44.07	0.475	2.37	3.95	0.95	0.562	25.99	875.0984	0
10/02/2022 01:30	38102	12.66	0	0	0	15.61	15.83	15.45	0.064	46.35	46.97	45.84	0.239	2.042	3.95	0	0.598	348.3	875.1197	0
10/02/2022 01:40	38103	12.66	0	0.067	0	15.48	15.79	15.21	0.126	46.32	47.34	44.65	0.791	1.704	3.2	0	0.581	354.4	875.019	0
10/02/2022 01:50	38104	12.66	0	0.119	0	15.61	15.93	15.01	0.255	45.68	47.85	44.1	1.096	2.21	3.2	0.95	0.492	327.6	874.6579	0
10/02/2022 02:00	38105	12.65	0	0.091	0	15.28	15.59	15.01	0.137	45.93	47.38	44.65	0.654	2.788	3.95	1.7	0.479	352.2	875.1569	0
10/02/2022 02:10	38106	12.65	0	0.056	0	15.47	15.76	15.32	0.11	45.14	45.98	44.34	0.467	2.304	3.2	1.7	0.427	351.2	874.9772	0
10/02/2022 02:20	38107	12.64	0	0.085	0	15.68	15.83	15.52	0.061	44.46	45.36	43.9	0.268	2.123	3.2	0.95	0.419	333	874.9774	0
10/02/2022 02:30	38108	12.64	0	0	0	15.47	15.66	15.32	0.064	45.64	46.59	44.96	0.335	0.954	2.45	0	0.579	345.8	874.8792	0
10/02/2022 02:40	38109	12.64	0	0.054	0	15.39	15.56	15.28	0.051	45.51	46.49	44.99	0.333	1.533	2.45	0	0.513	6.001	874.9525	0
10/02/2022 02:50	38110	12.63	0	0.022	0	15.38	15.52	15.25	0.051	45.35	45.71	44.85	0.152	1.528	2.45	0	0.395	347.3	874.5435	0
10/02/2022 03:00	38111	12.63	0	0.292	0	15.66	15.86	15.32	0.111	44.09	45.36	43.15	0.519	1.958	3.2	0	0.48	331.3	874.5275	0
10/02/2022 03:10	38112	12.62	0	0.087	0	15.59	15.76	15.35	0.078	44.44	45.13	43.69	0.33	2.065	3.2	0	0.524	319.5	874.7648	0
10/02/2022 03:20	38113	12.62	0	0	0	15.39	15.59	15.21	0.07	45.44	46.05	44.79	0.27	0.798	2.45	0	0.592	338.9	874.5034	0
10/02/2022 03:30	38114	12.62	0	0.003	0	15.26	15.45	15.11	0.062	45.35	45.91	44.92	0.198	1.153	2.45	0	0.538	323.2	874.9365	0
