TOA5	ESOLMET-CR1000	CR1000	23644	CR1000.Std.16	CPU:2021-05-21-ESOLMET-CR1000.CR1	25840	Tabla_diez_min													
TIMESTAMP	RECORD	Batt_Volt_Min	I_glo_Avg	I_dir_Avg	I_dif_Avg	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH_Avg	RH_Max	RH_Min	RH_Std	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	CS106_PB_Avg	Rain_mm_Tot
TS	RN	Volts	W/m2	W/m2	W/m2	°C	°C	°C	°C	%	%	%	%	m/s	m/s	m/s	m/s	grados	mbar	mm
		Min	Avg	Avg	Avg	Avg	Max	Min	Std	Avg	Max	Min	Std	Avg	Max	Min	Std	Smp	Avg	Tot
19/02/2022 09:00	39443	13.34	385.8	714.4	71.14	21.14	21.41	20.96	0.096	34.98	35.92	33.46	0.549	2.503	3.95	0	0.8	235.2	880.2797	0
19/02/2022 09:10	39444	13.33	423.6	727.7	75.57	21.24	21.51	21	0.128	34.56	35.51	33.74	0.392	2.728	4.7	0.95	0.787	178.8	880.3525	0
19/02/2022 09:20	39445	13.32	461.6	745.3	79.69	21.57	21.85	21.31	0.11	34.28	35.27	32.99	0.565	2.352	5.45	0	0.821	203.5	880.6061	0
19/02/2022 09:30	39446	13.31	498.1	755.3	84.1	21.57	21.99	21.2	0.208	33.74	34.79	32.48	0.453	2.951	4.7	0.95	0.831	205.6	880.5739	0
19/02/2022 09:40	39447	13.3	528.1	757.9	89	21.93	22.39	21.37	0.251	33.63	34.86	32.85	0.443	2.628	4.7	0	1.005	197.1	880.6036	0
19/02/2022 09:50	39448	13.3	553.4	746.5	95.4	22.01	22.29	21.68	0.156	34.08	35.17	33.12	0.495	3.139	4.7	0.95	0.78	225.8	880.7754	0
19/02/2022 10:00	39449	13.29	581.4	749	100.6	22.4	22.9	21.81	0.227	33.38	34.89	32.2	0.637	2.234	3.95	0	0.789	163.5	880.81	0
19/02/2022 10:10	39450	13.28	622.1	775.5	103.2	22.9	23.21	22.43	0.195	32.75	33.56	31.86	0.319	2.054	4.7	0	1.16	177.3	880.9126	0
19/02/2022 10:20	39451	13.27	660	795	106	23.09	23.72	22.36	0.424	32.17	34.55	30.63	0.888	1.899	4.7	0	1.048	169.7	880.8657	0
19/02/2022 10:30	39452	13.26	695.7	818	105.7	23.34	23.79	23	0.205	31.45	32.34	30.63	0.328	1.713	4.7	0	0.918	249.3	881.0196	0
19/02/2022 10:40	39453	13.26	726.3	832	106.8	24.05	24.61	23.04	0.441	30.86	32.41	29.95	0.588	1.975	5.45	0	1.105	170.9	880.8134	0
19/02/2022 10:50	39454	13.25	755.6	845	108.2	24.39	24.64	24.03	0.149	31	32.13	30.23	0.375	1.952	4.7	0	0.953	220.8	880.9804	0
19/02/2022 11:00	39455	13.24	778.4	857	106.8	24.56	25.46	24.06	0.355	30.82	31.66	28.76	0.496	1.248	3.2	0	0.846	86.5	880.8735	0
19/02/2022 11:10	39456	13.23	806	868	106.3	25.35	26.04	24.67	0.393	29.04	30.63	27.4	0.741	2.261	4.7	0	0.992	192.7	880.8304	0
19/02/2022 11:20	39457	13.23	827	878	106	25.52	26.24	24.98	0.344	28.16	29	27.12	0.479	0.809	3.2	0	0.734	192	880.8225	0
19/02/2022 11:30	39458	13.22	848	881	108	25.49	26.17	25.08	0.245	28.55	29.64	27.43	0.592	2.194	6.2	0	1.248	129.6	880.4282	0
19/02/2022 11:40	39459	13.21	861	878	109.3	26	26.61	25.38	0.288	27.92	29.2	26.98	0.51	1.717	4.7	0	1.105	61.39	880.0787	0
19/02/2022 11:50	39460	13.21	881	882	111.5	25.99	26.44	25.31	0.276	29.03	30.12	28.07	0.494	2.507	6.95	0	1.402	211.7	880.2682	0
19/02/2022 12:00	39461	13.2	897	888	112.2	26.29	26.7	26.03	0.158	28.43	29.1	27.43	0.393	1.688	3.95	0	1.094	102.7	879.9906	0
19/02/2022 12:10	39462	13.19	910	893	111.6	26.24	26.71	25.82	0.209	29.25	30.42	27.97	0.568	2.396	5.45	0	1.144	152	880.0067	0
19/02/2022 12:20	39463	13.19	914	891	111.9	26.7	27.18	26.33	0.21	28.53	29.43	27.77	0.36	1.695	3.95	0	0.891	37.39	879.897	0
19/02/2022 12:30	39464	13.18	919	838	111.3	26.48	27.05	25.75	0.346	28.97	29.95	28.21	0.468	1.699	4.7	0	1.01	8.9	879.3461	0
19/02/2022 12:40	39465	13.17	940	916	109	26.82	28.2	25.85	0.644	28.41	29.95	26.61	0.771	1.199	3.2	0	0.813	189.4	879.4331	0
19/02/2022 12:50	39466	13.17	941	918	107.7	28.1	28.75	27.18	0.467	26.81	28.55	25.72	0.68	1.665	3.95	0	1.071	125.4	878.9881	0
19/02/2022 13:00	39467	13.16	939	911	108	26.94	27.55	26.39	0.368	28.54	29.26	27.39	0.565	1.431	3.95	0	0.71	259.7	879.0893	0
19/02/2022 13:10	39468	13.16	929	903	108.7	27.6	28	27.04	0.236	27.98	28.68	27.22	0.253	2.093	6.2	0	1.626	173.9	878.6641	0
19/02/2022 13:20	39469	13.15	930	903	109.5	27.17	27.83	26.57	0.378	28.39	29.43	27.25	0.519	2.935	5.45	0	1.002	259	878.4057	0
19/02/2022 13:30	39470	13.15	924	909	107.4	27.88	28.27	27.55	0.161	27.62	28.21	26.84	0.304	1.701	3.2	0	0.722	51.79	878.282	0
19/02/2022 13:40	39471	13.15	913	905	105.9	28.83	29.7	28.03	0.5	26.26	27.49	25.38	0.522	1.104	3.2	0	0.798	190.3	878.0101	0
19/02/2022 13:50	39472	13.14	902	894	107.2	29.08	29.94	28.3	0.488	25.99	27.42	24.77	0.657	2.22	5.45	0	1.188	190	877.7227	0
19/02/2022 14:00	39473	13.14	892	893	107.5	29.1	29.36	28.75	0.12	25.57	26.78	24.73	0.468	2.255	4.7	0	1.004	237.2	877.8305	0
19/02/2022 14:10	39474	13.14	876	886	106.8	29.08	29.7	28.44	0.344	25.65	27.22	24.36	0.687	2.347	5.45	0	1.241	128.7	877.558	0
19/02/2022 14:20	39475	13.13	855	882	105.9	30.14	30.45	29.63	0.163	24.15	24.83	23.47	0.323	1.19	3.95	0	0.946	95.4	877.1269	0
19/02/2022 14:30	39476	13.13	833	873	104.4	30.24	30.58	29.66	0.201	23.74	24.29	23.16	0.239	0.881	3.2	0	0.795	73	877.1337	0
19/02/2022 14:40	39477	13.12	808	859	103.5	30.19	30.58	29.66	0.237	23.58	24.32	22.62	0.384	1.62	5.45	0	1.273	153.1	876.8049	0
19/02/2022 14:50	39478	13.12	784	845	103.8	30.15	30.65	29.73	0.232	23.17	23.88	22.35	0.331	2.093	4.7	0.95	0.682	90.5	876.8299	0
19/02/2022 15:00	39479	13.11	759.7	842	101.6	30.43	31.06	29.97	0.319	22.94	23.74	21.97	0.464	1.042	2.45	0	0.822	74.86	876.7228	0
19/02/2022 15:10	39480	13.1	725.7	826	99.6	30.64	31.37	30.04	0.393	22.84	23.54	21.84	0.294	0.715	2.45	0	0.687	101.9	876.5026	0
19/02/2022 15:20	39481	13.1	707.4	825	99.2	30.77	31.33	30.18	0.333	22.85	24.02	21.73	0.498	1.708	3.95	0	0.906	164.7	876.2572	0
19/02/2022 15:30	39482	13.09	676.9	802	103.8	30.85	31.16	30.52	0.178	22.55	23.13	21.9	0.302	1.86	3.95	0	0.721	127.8	875.6026	0
19/02/2022 15:40	39483	13.09	582.3	671.9	113.8	30.78	31.37	30.38	0.269	22.88	23.61	22.14	0.334	1.261	3.2	0	0.732	194.5	875.6788	0
19/02/2022 15:50	39484	13.09	544.6	640.6	117	30.71	30.96	30.21	0.16	22.9	23.71	22.48	0.257	0.709	2.45	0	0.708	42.62	875.9073	0
19/02/2022 16:00	39485	13.09	542.8	673.9	115.3	31.25	32.29	30.72	0.449	22.4	22.86	21.29	0.345	0.37	1.7	0	0.557	88.3	875.4086	0
19/02/2022 16:10	39486	13.09	497.8	636.4	110.9	31.54	32.29	30.96	0.43	22.28	23.06	21.33	0.489	0.833	3.2	0	0.789	176.6	875.7423	0
19/02/2022 16:20	39487	13.09	484.4	663.9	104.8	31.2	31.74	30.55	0.35	22.5	23.57	21.8	0.388	1.023	3.2	0	0.743	148.6	875.2766	0
19/02/2022 16:30	39488	13.09	452.5	660.3	96.5	31.15	31.4	30.72	0.155	21.64	23.1	20.64	0.717	1.139	3.2	0	0.733	155	875.5381	0
19/02/2022 16:40	39489	13.09	412.3	640.6	90.8	31.25	32.02	30.72	0.371	21.29	22.31	20.41	0.415	0.643	2.45	0	0.677	352.5	875.5706	0
19/02/2022 16:50	39490	13.09	373.1	620.4	84.9	31.51	32.12	30.92	0.291	21.32	21.97	20.37	0.328	0.533	2.45	0	0.618	50.79	875.432	0
19/02/2022 17:00	39491	13.08	328.1	578.9	79.28	31.34	31.98	31.06	0.153	21.43	22.14	20.41	0.261	0.575	2.45	0	0.616	98.6	875.432	0
19/02/2022 17:10	39492	13.04	287	548.2	72.74	31.3	31.71	30.86	0.237	21.55	21.97	20.95	0.278	0.365	2.45	0	0.603	207.5	875.538	0
19/02/2022 17:20	39493	12.98	250.1	520	67.3	31.78	32.12	30.86	0.271	21.55	22.04	21.02	0.195	1.104	3.2	0	0.991	218.6	875.1129	0
19/02/2022 17:30	39494	12.94	212.1	477.4	61.81	30.6	30.93	30.35	0.143	22.31	22.89	21.8	0.244	1.655	3.2	0	0.523	282.1	875.0996	0
19/02/2022 17:40	39495	12.9	172	428.1	54.62	30.99	31.33	30.62	0.196	22.5	22.96	21.9	0.223	0.934	2.45	0	0.67	124.9	875.2196	0
19/02/2022 17:50	39496	12.88	135.5	378.5	46.56	31.04	31.3	30.82	0.105	22.44	22.93	21.94	0.195	0.547	1.7	0	0.533	109.5	874.9265	0
19/02/2022 18:00	39497	12.87	98.9	308.8	37.85	30.96	31.16	30.79	0.075	22.05	22.52	21.7	0.145	0.191	1.7	0	0.389	97.5	875.0345	0
19/02/2022 18:10	39498	12.86	64.71	229.9	28.28	30.95	31.23	30.42	0.214	22.3	23.37	21.7	0.466	0.033	1.7	0	0.18	99.3	875.1913	0
19/02/2022 18:20	39499	12.85	37.25	144.7	19.26	30.22	30.55	30.01	0.125	22.93	23.51	22.55	0.156	0.011	0.95	0	0.102	105	875.0967	0
19/02/2022 18:30	39500	12.84	13.83	31.04	8.71	30.06	30.35	29.46	0.211	23.37	24.15	22.76	0.399	0	0	0	0	105	875.1723	0
19/02/2022 18:40	39501	12.84	2.519	0	0.98	29.11	29.6	28.68	0.229	24.29	24.73	23.54	0.298	0	0	0	0	105.1	875.4689	0
19/02/2022 18:50	39502	12.83	0	0	0	28.43	28.85	27.94	0.255	26.08	27.77	24.46	0.929	0	0	0	0	105	875.255	0
19/02/2022 19:00	39503	12.82	0	0.001	0	27.61	28.04	27.25	0.188	28.57	29.81	27.66	0.525	0.256	1.7	0	0.439	354.4	874.9924	0
19/02/2022 19:10	39504	12.82	0	0.005	0	26.95	27.39	26.54	0.207	29.76	30.63	28.69	0.399	1.217	2.45	0	0.646	346.6	875.3219	0
19/02/2022 19:20	39505	12.82	0	0.012	0	26.11	26.67	25.55	0.311	30.3	31.65	28.82	0.694	2.536	3.2	1.7	0.308	347	875.5994	0
19/02/2022 19:30	39506	12.81	0	0.007	0	25.76	26.07	25.42	0.144	31.02	31.89	29.98	0.449	2.518	3.2	1.7	0.323	350.1	875.3905	0
19/02/2022 19:40	39507	12.81	0	0.001	0	25.05	25.49	24.57	0.269	32.26	33.15	31.28	0.542	2.576	3.95	0.95	0.458	336.6	875.4338	0
19/02/2022 19:50	39508	12.81	0	0.003	0	24.57	24.74	24.3	0.099	32.64	33.05	32.23	0.181	2.955	4.7	1.7	0.532	339.7	875.8513	0
19/02/2022 20:00	39509	12.8	0	0.007	0	24.38	24.51	24.26	0.045	32.85	33.12	32.61	0.096	2.884	3.95	1.7	0.553	340.7	875.8514	0
19/02/2022 20:10	39510	12.8	0	0.016	0	24.44	24.64	24.3	0.052	32.59	32.99	32.17	0.156	2.746	4.7	1.7	0.582	339	876.2427	0
19/02/2022 20:20	39511	12.8	0	0.019	0	24.41	24.57	24.23	0.061	32.53	32.81	32.2	0.132	2.451	3.95	0.95	0.609	322.7	876.1823	0
19/02/2022 20:30	39512	12.79	0	0.012	0	24.38	24.61	24.2	0.07	32.65	33.05	32.2	0.177	1.488	3.2	0	0.881	342.1	876.373	0
19/02/2022 20:40	39513	12.79	0	0.062	0	24.58	24.78	24.37	0.094	32.72	33.77	32	0.598	1.586	2.45	0	0.553	30.68	876.7192	0
19/02/2022 20:50	39514	12.78	0	0.219	0	24.72	24.95	24.4	0.121	33.08	33.77	32.68	0.329	2.18	4.7	0.95	0.759	29.06	877.0132	0
19/02/2022 21:00	39515	12.78	0	0.306	0	25.21	25.39	24.85	0.118	33.33	34.76	32.41	0.655	2.183	4.7	0	0.879	87	877.1931	0
19/02/2022 21:10	39516	12.77	0	0.197	0	25.3	25.5	25.19	0.05	35.37	36.36	34.32	0.505	2.68	5.45	0	1.054	51.8	877.3729	0
19/02/2022 21:20	39517	12.78	0	0.071	0	25.31	25.46	25.15	0.057	37.1	38.1	36.22	0.466	2.66	6.2	0	1.013	85.1	877.4932	0
19/02/2022 21:30	39518	12.78	0	0.004	0	25.07	25.32	24.81	0.115	38.92	39.97	37.89	0.682	1.679	4.7	0	1.06	92.5	877.7598	0
19/02/2022 21:40	39519	12.77	0	0.001	0	24.82	25.02	24.61	0.085	40.38	40.93	39.73	0.315	0.952	3.95	0	0.811	134.2	877.9192	0
19/02/2022 21:50	39520	12.77	0	0.081	0	24.69	24.85	24.51	0.056	41.02	41.5	40.72	0.178	2.028	4.7	0	0.848	79.11	877.7814	0
19/02/2022 22:00	39521	12.76	0	0.071	0	24.68	24.81	24.51	0.054	41.13	41.71	40.72	0.214	1.9	5.45	0	0.986	46.5	877.9061	0
19/02/2022 22:10	39522	12.76	0	0.003	0	24.41	24.64	24.2	0.101	41.97	42.49	41.54	0.196	0.559	2.45	0	0.725	94	878.3633	0
19/02/2022 22:20	39523	12.75	0	0.03	0	23.99	24.47	23.55	0.265	41.97	43.07	40.79	0.477	1.578	3.2	0	0.647	350.1	878.2646	0
19/02/2022 22:30	39524	12.75	0	0.004	0	23.66	23.93	23.35	0.129	42.48	43.72	41.47	0.589	1.147	2.45	0	0.609	326.1	878.5925	0
19/02/2022 22:40	39525	12.75	0	0.008	0	23.84	24.03	23.52	0.106	42.66	43.38	41.95	0.297	0.712	2.45	0	0.629	340	878.5533	0
19/02/2022 22:50	39526	12.74	0	0.059	0	23.84	24.1	23.49	0.141	42.72	43.65	42.09	0.375	1.339	2.45	0	0.476	354.5	878.6757	0
19/02/2022 23:00	39527	12.74	0	0.001	0	23.85	24.07	23.59	0.089	42.79	43.69	42.15	0.383	0.17	1.7	0	0.375	260.6	878.6429	0
19/02/2022 23:10	39528	12.74	0	0.02	0	23.46	23.72	23.25	0.119	43.94	44.54	42.97	0.414	0.848	1.7	0	0.558	244.8	878.7328	0
19/02/2022 23:20	39529	12.73	0	0.005	0	23.19	23.59	22.91	0.196	44.35	45.29	42.73	0.622	0.4	2.45	0	0.563	150.8	879.0605	0
19/02/2022 23:30	39530	12.73	0	0.248	0	23.04	23.25	22.8	0.105	44.43	45.63	43.24	0.664	1.726	3.95	0	1.35	246	879.1178	0
19/02/2022 23:40	39531	12.73	0	0.132	0	22.87	23.21	22.67	0.123	43.95	44.57	43.52	0.177	3.481	4.7	2.45	0.558	264.7	879.2562	0
19/02/2022 23:50	39532	12.72	0	0.005	0	22.61	22.84	22.43	0.085	44.44	44.91	43.72	0.306	2.438	3.95	0.95	0.68	239.5	879.093	0
20/02/2022 00:00	39533	12.71	0	0.001	0	22.28	22.63	21.99	0.154	45.08	45.63	44.47	0.298	2.224	3.95	0.95	0.541	289.3	879.1985	0
20/02/2022 00:10	39534	12.71	0	0.003	0	21.97	22.19	21.78	0.077	45.7	46.07	45.12	0.197	2.776	4.7	1.7	0.585	268.6	879.6007	0
20/02/2022 00:20	39535	12.71	0	0.049	0	21.89	22.16	21.71	0.095	46.04	46.45	45.49	0.194	3.453	4.7	1.7	0.499	277.6	879.6241	0
20/02/2022 00:30	39536	12.7	0	0.003	0	21.77	22.12	21.54	0.134	46.59	47.23	45.63	0.409	2.699	3.95	1.7	0.407	250.5	879.6325	0
20/02/2022 00:40	39537	12.7	0	0.023	0	21.79	21.95	21.54	0.068	46.73	47.37	46.38	0.163	2.601	3.95	0.95	0.487	260	879.4355	0
20/02/2022 00:50	39538	12.69	0	0.007	0	21.8	21.99	21.58	0.082	46.84	47.47	46.45	0.253	2.528	3.95	0.95	0.484	254.7	879.1825	0
20/02/2022 01:00	39539	12.69	0	0.009	0	21.72	21.88	21.51	0.072	47.13	47.88	46.69	0.262	1.357	3.95	0	1.034	352	879.4451	0
20/02/2022 01:10	39540	12.69	0	0	0	21.35	21.65	21.03	0.148	48.24	48.9	47.71	0.375	0.415	2.45	0	0.554	6.049	879.5919	0
20/02/2022 01:20	39541	12.69	0	0.001	0	21.03	21.24	20.83	0.072	49.18	49.58	48.73	0.163	0.041	0.95	0	0.193	207.3	879.739	0
20/02/2022 01:30	39542	12.68	0	0.01	0	21.1	21.34	20.93	0.09	48.71	49.21	48.05	0.312	0.175	1.7	0	0.371	164.8	879.7139	0
20/02/2022 01:40	39543	12.68	0	0.029	0	21.18	21.34	20.93	0.104	48.7	49.72	48.05	0.473	0.398	1.7	0	0.542	197.7	879.5338	0
20/02/2022 01:50	39544	12.68	0	0.027	0	20.9	21.17	20.56	0.138	49.6	50.88	48.63	0.58	0.501	1.7	0	0.575	353	879.2973	0
20/02/2022 02:00	39545	12.67	0	0.015	0	20.27	20.66	19.98	0.163	51.47	52.48	50.37	0.609	1.123	2.45	0	0.697	339.6	879.6658	0
20/02/2022 02:10	39546	12.66	0	0.276	0	20.68	21.31	20.08	0.354	49.73	51.63	47.78	1.153	1.257	3.2	0	0.646	228.5	879.6652	0
20/02/2022 02:20	39547	12.66	0	0.132	0	20.94	21.1	20.73	0.079	49.33	50.09	48.83	0.33	1.168	3.2	0	0.704	188.2	879.5667	0
20/02/2022 02:30	39548	12.66	0	0.094	0	20.99	21.2	20.79	0.082	49.21	49.58	48.7	0.225	0.789	3.95	0	0.889	207.8	879.6	0
20/02/2022 02:40	39549	12.66	0	0.031	0	20.9	21.03	20.76	0.047	49.39	49.72	49.04	0.135	0.784	2.45	0	0.64	241.9	879.5994	0
20/02/2022 02:50	39550	12.65	0	0.027	0	20.88	21.07	20.56	0.096	49.63	50.5	49	0.365	0.634	2.45	0	0.624	274.7	879.4934	0
20/02/2022 03:00	39551	12.65	0	0	0	20.3	20.69	19.94	0.163	51.15	52.04	50.4	0.399	0.949	2.45	0	0.55	336.2	879.1818	0
20/02/2022 03:10	39552	12.65	0	0.005	0	19.82	20.08	19.46	0.138	52.51	53.43	51.93	0.43	1.676	2.45	0	0.477	275.4	879.3392	0
20/02/2022 03:20	39553	12.64	0	0.003	0	19.45	19.7	19.26	0.083	53.45	54.05	52.85	0.281	1.676	2.45	0.95	0.422	317.4	879.4933	0
20/02/2022 03:30	39554	12.64	0	0.001	0	19.1	19.46	18.72	0.215	54.66	55.82	53.54	0.736	1.433	2.45	0	0.448	352.6	879.4853	0
20/02/2022 03:40	39555	12.64	0	0.123	0	19	19.36	18.65	0.193	54.86	55.99	53.71	0.689	1.965	3.2	0.95	0.441	302	879.2065	0
20/02/2022 03:50	39556	12.63	0	0.115	0	19.08	19.57	18.41	0.325	54.78	57.01	53.16	1.184	1.946	3.2	0.95	0.45	4.379	879.1422	0
20/02/2022 04:00	39557	12.63	0	0.003	0	18.5	18.89	18.2	0.176	56.72	57.62	55.41	0.578	1.836	2.45	0.95	0.417	336.9	879.5022	0
20/02/2022 04:10	39558	12.63	0	0.048	0	18.33	18.65	18.14	0.108	57.21	57.76	56.33	0.347	2.166	3.2	1.7	0.376	339.6	879.5667	0
20/02/2022 04:20	39559	12.62	0	0.048	0	18.38	18.68	18.03	0.151	57.14	58.31	56.19	0.557	2.009	3.2	0.95	0.428	334.1	879.3953	0
20/02/2022 04:30	39560	12.62	0	0.153	0	18.48	18.78	18.14	0.125	56.99	58.1	56.3	0.368	2.276	3.2	0.95	0.515	343.9	879.4847	0
20/02/2022 04:40	39561	12.61	0	0.02	0	18.6	18.95	18.27	0.141	57.09	58.03	55.75	0.53	1.823	3.2	0.95	0.529	349	879.2159	0
20/02/2022 04:50	39562	12.61	0	0.006	0	18.17	18.41	17.97	0.071	58.6	59.4	58	0.283	2.493	3.2	1.7	0.375	345	879.2973	0
20/02/2022 05:00	39563	12.6	0	0.033	0	17.94	18.24	17.66	0.164	59.66	60.59	58.78	0.609	2.434	3.2	1.7	0.388	330.8	879.412	0
20/02/2022 05:10	39564	12.6	0	0.05	0	18.28	18.48	18.07	0.087	58.78	59.46	58.2	0.281	2.129	3.2	0.95	0.427	354.4	879.4356	0
20/02/2022 05:20	39565	12.6	0	0	0	17.88	18.2	17.66	0.123	60.16	60.79	59.29	0.406	2.51	3.2	1.7	0.362	343.8	879.2644	0
20/02/2022 05:30	39566	12.59	0	0.003	0	17.64	17.86	17.45	0.083	60.95	61.37	60.35	0.256	2.559	3.95	1.7	0.402	345.1	879.3381	0
20/02/2022 05:40	39567	12.59	0	0.002	0	17.44	17.66	17.18	0.093	61.65	62.4	61.13	0.322	2.411	3.2	1.7	0.369	339	879.3138	0
20/02/2022 05:50	39568	12.59	0	0.003	0	17.28	17.42	17.15	0.052	62.35	62.74	61.75	0.189	1.898	3.2	0.95	0.416	347.9	879.3955	0
20/02/2022 06:00	39569	12.58	0	0.234	0	17.6	17.9	17.22	0.183	61.31	62.57	60.42	0.634	2.089	3.2	0.95	0.394	337.1	879.6408	0
20/02/2022 06:10	39570	12.58	0	0.157	0	17.7	18.03	17.45	0.103	61.19	61.95	60.32	0.342	2.244	3.2	1.7	0.389	344	879.7753	0
20/02/2022 06:20	39571	12.58	0	0.104	0	17.8	18.07	17.52	0.114	60.98	62.09	60.18	0.441	2.24	3.2	0.95	0.461	346.8	880.0261	0
20/02/2022 06:30	39572	12.57	0	0.06	0	17.36	17.66	17.05	0.141	62.73	63.93	61.85	0.57	2.541	3.95	1.7	0.514	303.3	879.9554	0
20/02/2022 06:40	39573	12.56	0	0.028	0	17.24	17.56	17.01	0.108	63.25	64.17	62.16	0.458	2.548	3.95	0.95	0.615	302	879.7958	0
20/02/2022 06:50	39574	12.56	0	0.152	0	17.18	17.42	16.98	0.083	63.37	63.9	62.7	0.338	2.718	3.95	1.7	0.428	333.5	879.8943	0
20/02/2022 07:00	39575	12.56	0.169	0.011	0.045	17.08	17.29	16.88	0.082	63.74	64.3	63.04	0.305	2.017	3.2	0.95	0.56	321	880.053	0
20/02/2022 07:10	39576	12.55	4.694	0.111	3.453	17.23	17.39	17.05	0.074	63.3	63.83	62.81	0.258	1.613	2.45	0	0.482	354.5	880.1442	0
20/02/2022 07:20	39577	12.55	17.84	65.71	11.42	17	17.22	16.84	0.068	64.13	64.48	63.66	0.211	1.219	3.2	0	0.784	28.09	880.4952	0
20/02/2022 07:30	39578	12.6	42.78	230.1	20.34	16.98	17.15	16.81	0.057	64.39	64.68	64.07	0.125	1.441	2.45	0	0.419	354.4	880.3159	0
20/02/2022 07:40	39579	12.78	74.04	337.4	28.63	17.15	17.35	16.91	0.087	64.15	64.78	63.66	0.222	1.834	2.45	0.95	0.42	338.9	880.4667	0
20/02/2022 07:50	39580	13.08	109.2	427.5	35.64	17.39	17.73	17.15	0.143	63.59	64.3	62.67	0.464	1.828	2.45	0.95	0.425	354	880.8525	0
20/02/2022 08:00	39581	13.25	142.7	478.5	41.81	17.96	18.41	17.62	0.19	61.97	62.7	60.86	0.461	1.428	2.45	0	0.48	0.194	880.5247	0
20/02/2022 08:10	39582	13.34	179.7	527.6	47.75	19.09	19.77	18.31	0.413	58.78	60.96	56.6	1.283	0.272	1.7	0	0.446	29.57	880.892	0
20/02/2022 08:20	39583	13.37	219.1	575.1	53.13	20.55	21.58	19.7	0.457	54.89	56.7	52.62	1.074	0	0	0	0	29.08	880.9012	0
20/02/2022 08:30	39584	13.39	257.2	610.6	57.64	21.78	22.05	21.44	0.105	51.8	52.65	50.64	0.456	0	0	0	0	29.37	881.097	0
20/02/2022 08:40	39585	13.37	300.2	652.8	62.23	22.5	22.94	21.78	0.34	50.64	52.1	49.72	0.781	0.34	1.7	0	0.471	107.5	880.9079	0
20/02/2022 08:50	39586	13.35	341.5	684	66.06	22.86	23.01	22.7	0.059	49.71	50.43	48.46	0.422	0.747	1.7	0	0.54	148.2	881.0319	0
20/02/2022 09:00	39587	13.33	384.3	711.8	69.58	22.93	23.28	22.67	0.12	49.41	50.2	48.56	0.363	1.056	2.45	0	0.672	184.6	881.2935	0
20/02/2022 09:10	39588	13.32	425.2	740.5	72.18	23.27	23.52	23.04	0.102	48.91	49.51	47.71	0.379	1.08	2.45	0	0.795	168.4	881.3743	0
20/02/2022 09:20	39589	13.3	466.1	764.8	74.33	23.24	23.52	22.97	0.106	49.09	49.99	47.77	0.366	1.565	3.2	0	0.703	155.5	881.3232	0
20/02/2022 09:30	39590	13.29	507.3	787.5	77.16	23.54	23.93	23.28	0.155	47.87	48.59	46.38	0.478	1.802	3.95	0	0.882	140.8	881.2783	0
20/02/2022 09:40	39591	13.28	547.1	809	78.44	23.25	23.48	22.94	0.14	48.14	49.03	46.82	0.515	2.61	6.2	0	1.24	171.1	881.5156	0
20/02/2022 09:50	39592	13.27	586.9	832	79.01	23.05	23.31	22.77	0.12	48.15	49.41	47.16	0.439	3.286	6.2	0.95	0.867	148.9	881.6268	0
20/02/2022 10:00	39593	13.26	621.6	848	79.9	23.24	23.55	22.84	0.19	47.28	48.8	46.07	0.587	2.83	5.45	0	0.898	68.93	881.5493	0
20/02/2022 10:10	39594	13.26	654.9	861	81	23.62	23.82	23.38	0.084	45.9	46.85	45.05	0.368	2.903	6.2	0	1.013	128.9	881.674	0
20/02/2022 10:20	39595	13.25	687.7	871	82.9	23.72	23.99	23.45	0.112	45.81	46.62	44.81	0.431	3.194	6.2	0	1.095	172.5	881.6738	0
20/02/2022 10:30	39596	13.25	716.1	878	84.2	23.98	24.23	23.72	0.098	44.82	45.56	43.68	0.41	3.161	6.2	0.95	1.024	147.7	881.6641	0
20/02/2022 10:40	39597	13.24	749.2	892	85.4	24.05	24.33	23.82	0.11	44.24	45.08	42.93	0.395	3.991	6.95	1.7	1.069	176.8	881.5989	0
20/02/2022 10:50	39598	13.24	774	899	86.1	24.27	24.91	23.75	0.251	43.53	44.84	41.98	0.621	2.466	6.2	0	1.486	142.2	881.5931	0
20/02/2022 11:00	39599	13.23	801	909	86.3	24.79	25.08	24.4	0.171	42.11	42.97	40.62	0.456	3.281	6.2	0.95	0.999	68.94	881.5401	0
20/02/2022 11:10	39600	13.23	824	915	86.6	24.91	25.18	24.5	0.144	41.35	42.35	40.44	0.448	2.821	6.2	0	1.453	164	881.282	0
20/02/2022 11:20	39601	13.22	845	919	87.6	25.18	25.59	24.63	0.223	40.78	42.18	39.11	0.663	2.745	6.2	0	1.245	51.96	881.0443	0
20/02/2022 11:30	39602	13.22	867	922	89.3	25.36	25.66	25.01	0.159	40.25	41.23	38.98	0.453	3.932	6.95	0.95	1.044	170.4	880.8672	0
20/02/2022 11:40	39603	13.21	885	926	90.8	25.33	25.86	24.94	0.279	40.21	41.5	38.53	0.669	3.062	6.2	0	1.135	92.3	881.0578	0
20/02/2022 11:50	39604	13.21	897	927	90.9	25.74	26.03	25.45	0.125	39.13	39.79	38.4	0.308	2.518	6.2	0	1.287	159.6	880.8419	0
